accession,rung,arm,gain
Q86UU0,vertebrate,control,0
Q86V15,vertebrate,control,0
Q86YP4,vertebrate,region,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,region,0
Q86YP4,vertebrate,region,0
Q86YP4,vertebrate,region,0
Q86YP4,vertebrate,region,0
Q86YP4,vertebrate,region,0
Q86YP4,vertebrate,region,0
Q86YP4,vertebrate,region,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,region,0
Q86YP4,vertebrate,region,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q86YP4,vertebrate,control,0
Q8IVF2,vertebrate,region,0
Q8IVF2,vertebrate,control,0
Q8IVF2,vertebrate,control,0
Q8IVF2,vertebrate,control,1
Q8IVF2,vertebrate,control,0
Q8IVF2,vertebrate,control,0
Q8IVL0,vertebrate,region,0
Q8IVL0,vertebrate,region,0
Q8IVL0,vertebrate,region,0
Q8IVL0,vertebrate,control,0
Q8IVL1,vertebrate,region,0
Q8IVL1,vertebrate,control,0
Q8IVW6,vertebrate,region,0
Q8IVW6,vertebrate,region,0
Q8IVW6,vertebrate,region,0
Q8IVW6,vertebrate,region,0
Q8IVW6,vertebrate,region,0
Q8IVW6,vertebrate,region,0
Q8IVW6,vertebrate,region,0
Q8IVW6,vertebrate,region,0
Q8IVW6,vertebrate,region,0
Q8IVW6,vertebrate,control,0
Q8IVW6,vertebrate,control,1
Q8IVW6,vertebrate,control,0
Q8IVW6,vertebrate,control,0
Q8IVW6,vertebrate,control,0
Q8IVW6,vertebrate,control,0
Q8IVW6,vertebrate,control,0
Q8IVW6,vertebrate,control,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWB9,vertebrate,region,0
Q8IWI9,vertebrate,region,0
Q8IWI9,vertebrate,region,0
Q8IWI9,vertebrate,region,0
Q8IWI9,vertebrate,region,0
Q8IWI9,vertebrate,region,0
Q8IWI9,vertebrate,region,0
Q8IWI9,vertebrate,region,0
Q8IWI9,vertebrate,region,0
Q8IWI9,vertebrate,control,0
Q8IWI9,vertebrate,control,0
Q8IWP9,vertebrate,region,0
Q8IWP9,vertebrate,region,0
Q8IWP9,vertebrate,region,0
Q8IWP9,vertebrate,region,0
Q8IWP9,vertebrate,region,0
Q8IX12,vertebrate,control,0
Q8IX12,vertebrate,control,0
Q8IY33,vertebrate,control,0
Q8IY33,vertebrate,control,0
Q8IY33,vertebrate,control,0
Q8IY33,vertebrate,control,0
Q8IY33,vertebrate,control,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,1
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,1
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,1
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,region,0
Q8IZ21,vertebrate,control,0
Q8IZ21,vertebrate,control,0
Q8IZ21,vertebrate,control,0
Q8IZ21,vertebrate,control,0
Q8IZH2,vertebrate,region,0
Q8IZH2,vertebrate,region,0
Q8IZH2,vertebrate,region,0
Q8IZH2,vertebrate,region,1
Q8IZH2,vertebrate,region,0
Q8IZH2,vertebrate,region,0
Q8IZH2,vertebrate,region,0
Q8IZH2,vertebrate,control,0
Q8IZH2,vertebrate,control,0
Q8N1G0,vertebrate,region,0
Q8N1G0,vertebrate,region,0
Q8N1G0,vertebrate,region,0
Q8N1G0,vertebrate,region,0
Q8N1G0,vertebrate,control,0
Q8N1G0,vertebrate,control,0
Q8N1G0,vertebrate,control,0
Q8N1G0,vertebrate,control,0
Q8N1G0,vertebrate,control,0
Q8N1G0,vertebrate,control,0
Q8N1G0,vertebrate,control,0
Q8N1G0,vertebrate,control,0
Q8N3V7,vertebrate,region,0
Q8N3V7,vertebrate,region,0
Q8N3V7,vertebrate,region,0
Q8N3V7,vertebrate,region,0
Q8N3V7,vertebrate,control,0
Q8N3V7,vertebrate,control,0
Q8N3V7,vertebrate,control,1
Q8N3V7,vertebrate,control,0
Q8N3V7,vertebrate,control,0
Q8N3V7,vertebrate,control,0
Q8N3X1,vertebrate,region,0
Q8N3X1,vertebrate,region,0
Q8N3X1,vertebrate,region,0
Q8N3X1,vertebrate,control,0
Q8NDX5,vertebrate,region,0
Q8NDX5,vertebrate,control,0
Q8NDX5,vertebrate,control,0
Q8NDX5,vertebrate,control,0
Q8NDX5,vertebrate,region,0
Q8NDX5,vertebrate,region,0
Q8NDX5,vertebrate,region,0
Q8NDX5,vertebrate,region,0
Q8NDX5,vertebrate,control,0
Q8NDX5,vertebrate,control,0
Q8NDX5,vertebrate,control,0
Q8NDX5,vertebrate,control,0
Q8NDX5,vertebrate,control,0
Q8NDX5,vertebrate,control,0
Q8NEM7,vertebrate,region,0
Q8NEM7,vertebrate,region,0
Q8NEM7,vertebrate,region,0
Q8NEM7,vertebrate,region,0
Q8NEZ4,vertebrate,region,0
Q8NEZ4,vertebrate,control,0
Q8NEZ4,vertebrate,control,0
Q8NFD5,vertebrate,region,0
Q8NFD5,vertebrate,region,0
Q8NFD5,vertebrate,control,0
Q8NFD5,vertebrate,control,0
Q8NG31,vertebrate,region,0
Q8NG31,vertebrate,region,0
Q8NG31,vertebrate,region,0
Q8NG31,vertebrate,region,0
Q8NG31,vertebrate,region,0
Q8NG31,vertebrate,region,0
Q8NG31,vertebrate,control,1
Q8NG31,vertebrate,control,0
Q8NG31,vertebrate,control,0
Q8NG31,vertebrate,control,1
Q8NG31,vertebrate,control,0
Q8NG31,vertebrate,control,0
Q8NG31,vertebrate,control,0
Q8NG31,vertebrate,control,1
Q8NG31,vertebrate,control,0
Q8NG31,vertebrate,control,0
Q8TC07,vertebrate,region,0
Q8TC07,vertebrate,region,0
Q8TC07,vertebrate,region,0
Q8TC07,vertebrate,region,0
Q8TC07,vertebrate,region,0
Q8TC07,vertebrate,region,0
Q8TC07,vertebrate,region,0
Q8TCU4,vertebrate,region,0
Q8TCU4,vertebrate,region,0
Q8TCU4,vertebrate,region,0
Q8TCU4,vertebrate,region,0
Q8TCU4,vertebrate,region,0
Q8TCU4,vertebrate,region,0
Q8TCU4,vertebrate,region,0
Q8TDM6,vertebrate,region,0
Q8TDM6,vertebrate,region,0
Q8TDM6,vertebrate,region,0
Q8TDM6,vertebrate,region,0
Q8TDM6,vertebrate,region,0
Q8TDM6,vertebrate,region,0
Q8TDM6,vertebrate,region,0
Q8TDM6,vertebrate,region,0
Q8TDM6,vertebrate,region,0
Q8TDM6,vertebrate,region,0
Q8TDM6,vertebrate,control,0
Q8TDM6,vertebrate,control,0
Q8TEQ6,vertebrate,region,0
Q8TEQ6,vertebrate,region,0
Q8TEQ6,vertebrate,region,0
Q8TEQ6,vertebrate,region,0
Q8TEQ6,vertebrate,region,0
Q8TEQ6,vertebrate,region,0
Q8TEQ6,vertebrate,region,0
Q8TEQ6,vertebrate,region,0
Q8TEQ6,vertebrate,region,0
Q8TEQ6,vertebrate,region,0
Q8TEQ6,vertebrate,region,0
Q8TEQ6,vertebrate,control,0
Q8TEQ6,vertebrate,control,0
Q8TF68,vertebrate,region,0
Q8TF68,vertebrate,region,0
Q8TF68,vertebrate,region,0
Q8TF68,vertebrate,control,0
Q8TF68,vertebrate,region,0
Q8TF68,vertebrate,region,0
Q8TF68,vertebrate,control,0
Q8WWM7,vertebrate,region,0
Q8WWM7,vertebrate,region,0
Q8WWM7,vertebrate,region,0
Q8WWM7,vertebrate,control,0
Q8WWM7,vertebrate,control,0
Q8WWM7,vertebrate,control,0
Q8WWM7,vertebrate,control,0
Q8WWM7,vertebrate,control,0
Q8WX93,vertebrate,region,0
Q8WX93,vertebrate,region,0
Q8WX93,vertebrate,region,0
Q8WX93,vertebrate,control,0
Q8WX93,vertebrate,control,0
Q8WX93,vertebrate,control,0
Q8WY36,vertebrate,region,0
Q8WY36,vertebrate,region,0
Q8WY36,vertebrate,region,0
Q8WY36,vertebrate,region,0
Q8WY36,vertebrate,region,0
Q8WY36,vertebrate,region,0
Q8WY36,vertebrate,region,0
Q8WY36,vertebrate,region,0
Q8WY36,vertebrate,control,0
Q8WY36,vertebrate,control,0
Q8WY36,vertebrate,control,0
Q8WY36,vertebrate,control,0
Q8WY36,vertebrate,control,0
Q8WY36,vertebrate,control,0
Q8WY36,vertebrate,control,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,control,0
Q8WYP5,vertebrate,control,0
Q8WYP5,vertebrate,control,0
Q8WYP5,vertebrate,control,1
Q8WYP5,vertebrate,control,0
Q8WYP5,vertebrate,control,0
Q8WYP5,vertebrate,control,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,region,0
Q8WYP5,vertebrate,region,1
Q8WYP5,vertebrate,region,0
Q92540,vertebrate,control,0
Q92540,vertebrate,control,0
Q92540,vertebrate,control,0
Q92615,vertebrate,region,0
Q92615,vertebrate,region,0
Q92615,vertebrate,region,0
Q92615,vertebrate,region,0
Q92615,vertebrate,region,0
Q92615,vertebrate,region,0
Q92615,vertebrate,region,0
Q92615,vertebrate,control,0
Q92615,vertebrate,control,0
Q92615,vertebrate,control,0
Q92615,vertebrate,control,0
Q92615,vertebrate,control,0
Q92733,vertebrate,region,0
Q92733,vertebrate,region,0
Q92793,vertebrate,region,0
Q92793,vertebrate,region,0
Q92793,vertebrate,control,0
Q92793,vertebrate,control,0
Q92793,vertebrate,control,0
Q92793,vertebrate,control,0
Q92793,vertebrate,control,0
Q92793,vertebrate,control,0
Q92793,vertebrate,control,0
Q92793,vertebrate,control,0
Q92917,vertebrate,region,0
Q92917,vertebrate,region,0
Q92917,vertebrate,control,0
Q92917,vertebrate,control,0
Q92917,vertebrate,control,0
Q92917,vertebrate,control,0
Q92917,vertebrate,control,0
Q92917,vertebrate,control,0
Q96B97,vertebrate,region,0
Q96B97,vertebrate,control,0
Q96B97,vertebrate,control,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,control,0
Q96BD5,vertebrate,control,0
Q96BD5,vertebrate,control,1
Q96BD5,vertebrate,control,0
Q96BD5,vertebrate,control,0
Q96BD5,vertebrate,control,1
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,region,0
Q96BD5,vertebrate,control,0
Q96BD5,vertebrate,control,0
Q96BD5,vertebrate,control,0
Q96BD5,vertebrate,control,0
Q96BD5,vertebrate,control,0
Q96BD5,vertebrate,control,0
Q96BD5,vertebrate,control,1
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,1
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,1
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,control,1
Q96HC4,vertebrate,control,0
Q96HC4,vertebrate,control,0
Q96HC4,vertebrate,control,0
Q96HC4,vertebrate,control,1
Q96HC4,vertebrate,control,0
Q96HC4,vertebrate,control,0
Q96HC4,vertebrate,control,0
Q96HC4,vertebrate,control,0
Q96HC4,vertebrate,region,1
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,control,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,1
Q96HC4,vertebrate,region,1
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,1
Q96HC4,vertebrate,region,1
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,region,0
Q96HC4,vertebrate,control,0
Q96JH7,vertebrate,region,0
Q96JH7,vertebrate,region,0
Q96JH7,vertebrate,control,0
Q96JH7,vertebrate,control,0
Q96JH7,vertebrate,control,0
Q96JH7,vertebrate,control,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,1
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,1
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,1
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,control,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96KR1,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,region,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,1
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,1
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,1
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,1
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,0
Q96L91,vertebrate,control,1
Q96L91,vertebrate,control,1
Q96L91,vertebrate,control,0
Q96M27,vertebrate,region,0
Q96M27,vertebrate,region,0
Q96M27,vertebrate,region,0
Q96M27,vertebrate,region,0
Q96M27,vertebrate,region,0
Q96M27,vertebrate,region,0
Q96M27,vertebrate,control,0
Q96M27,vertebrate,control,0
Q96MY1,vertebrate,region,0
Q96MY1,vertebrate,region,0
Q96MY1,vertebrate,control,0
Q96MY1,vertebrate,control,0
Q96MY1,vertebrate,control,1
Q96MY1,vertebrate,control,0
Q96MY1,vertebrate,control,0
Q96QT6,vertebrate,control,0
Q96QT6,vertebrate,control,0
Q96ST3,vertebrate,region,0
Q96ST3,vertebrate,region,0
Q96ST3,vertebrate,control,0
Q96ST3,vertebrate,control,0
Q96ST3,vertebrate,control,0
Q96ST3,vertebrate,control,0
Q96ST3,vertebrate,control,0
Q96ST3,vertebrate,control,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,1
Q96T58,vertebrate,control,1
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,1
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,region,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q96T58,vertebrate,control,0
Q99504,vertebrate,region,0
Q99504,vertebrate,region,0
Q99504,vertebrate,control,0
Q9BTA9,vertebrate,control,0
Q9BTA9,vertebrate,control,0
Q9BTA9,vertebrate,control,0
Q9BTA9,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,1
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,1
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,1
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,region,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BTC0,vertebrate,control,0
Q9BVL2,vertebrate,region,0
Q9BYJ9,vertebrate,control,0
Q9BYJ9,vertebrate,control,0
Q9BYJ9,vertebrate,control,0
Q9BYJ9,vertebrate,region,0
Q9BYJ9,vertebrate,control,0
Q9BYJ9,vertebrate,control,0
Q9BYJ9,vertebrate,control,0
Q9BYJ9,vertebrate,control,0
Q9BYJ9,vertebrate,control,0
Q9C0C7,vertebrate,region,0
Q9C0C7,vertebrate,region,0
Q9C0C7,vertebrate,region,1
Q9C0C7,vertebrate,control,0
Q9C0C7,vertebrate,control,1
Q9C0C7,vertebrate,control,0
Q9C0C7,vertebrate,control,0
Q9C0C7,vertebrate,control,0
Q9C0C7,vertebrate,control,0
Q9C0C7,vertebrate,control,0
Q9C0C7,vertebrate,control,0
Q9C0C7,vertebrate,control,0
Q9C0C7,vertebrate,control,0
Q9H0E3,vertebrate,region,0
Q9H0E3,vertebrate,control,0
Q9H0E3,vertebrate,control,0
Q9H0E9,vertebrate,region,0
Q9H0E9,vertebrate,region,0
Q9H0E9,vertebrate,region,0
Q9H1B7,vertebrate,region,0
Q9H1B7,vertebrate,region,0
Q9H2F5,vertebrate,control,0
Q9H4A3,vertebrate,control,0
Q9H4A3,vertebrate,region,0
Q9H4A3,vertebrate,region,0
Q9H4A3,vertebrate,control,0
Q9H4A3,vertebrate,control,0
Q9H4A3,vertebrate,control,1
Q9H4A3,vertebrate,control,0
Q9H4A3,vertebrate,region,0
Q9H4A3,vertebrate,region,0
Q9H4A3,vertebrate,control,0
Q9H4A3,vertebrate,region,0
Q9H4A3,vertebrate,region,0
Q9H4A3,vertebrate,region,0
Q9H4A3,vertebrate,control,0
Q9H4A3,vertebrate,control,0
Q9H4A3,vertebrate,control,0
Q9H4A3,vertebrate,control,0
Q9H4A3,vertebrate,control,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,1
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,region,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H4I2,vertebrate,control,0
Q9H792,vertebrate,region,0
Q9H792,vertebrate,region,0
Q9H792,vertebrate,region,0
Q9H792,vertebrate,region,0
Q9H792,vertebrate,region,0
Q9H792,vertebrate,region,0
Q9H792,vertebrate,region,0
Q9H792,vertebrate,region,0
Q9H792,vertebrate,control,0
Q9H792,vertebrate,control,1
Q9H792,vertebrate,control,0
Q9H792,vertebrate,control,0
Q9H792,vertebrate,control,0
Q9H792,vertebrate,control,0
Q9H792,vertebrate,control,0
Q9H792,vertebrate,control,0
Q9H792,vertebrate,control,0
Q9H792,vertebrate,control,0
Q9H792,vertebrate,control,1
Q9H792,vertebrate,control,1
Q9H8Y8,vertebrate,region,0
Q9H8Y8,vertebrate,region,0
Q9H8Y8,vertebrate,region,0
Q9H8Y8,vertebrate,region,0
Q9H8Y8,vertebrate,region,0
Q9H8Y8,vertebrate,region,0
Q9H8Y8,vertebrate,region,0
Q9H8Y8,vertebrate,region,0
Q9H8Y8,vertebrate,region,0
Q9HBD1,vertebrate,region,0
Q9HBD1,vertebrate,region,0
Q9HBD1,vertebrate,region,0
Q9HBD1,vertebrate,region,0
Q9HBD1,vertebrate,region,0
Q9HBD1,vertebrate,region,0
Q9HBD1,vertebrate,control,0
Q9HBD1,vertebrate,control,0
Q9HBD1,vertebrate,control,0
Q9HBD1,vertebrate,control,0
Q9HBD1,vertebrate,control,0
Q9HBD1,vertebrate,control,0
Q9HBD1,vertebrate,control,0
Q9HCD5,vertebrate,control,0
Q9HCD5,vertebrate,control,0
Q9HCD5,vertebrate,control,0
Q9HCD5,vertebrate,control,0
Q9HCD5,vertebrate,region,0
