accession,radius,n_sites,n_exposure_strata,n_variable_sites,n_mapped_peptide_sites,n_tryptic_fallback_sites,observed_close_pairs,possible_pairs,observed_close_pair_fraction,null_mean_close_pair_fraction,null_sd_close_pair_fraction,effect,fold,p_value,simulation_draws
Q03001,15,8,6,2,5,3,2,28,0.0714285714285714,0.0714285714285714,2.776251711270272e-17,0.0,1.0000000000000004,1.0,2000
Q03001,20,8,6,2,5,3,3,28,0.1071428571428571,0.1071428571428571,0.0,0.0,1.0,1.0,2000
Q03001,25,8,6,2,5,3,4,28,0.1428571428571428,0.1428571428571428,5.552503422540543e-17,0.0,1.0000000000000004,1.0,2000
Q03001,30,8,6,2,5,3,4,28,0.1428571428571428,0.1428571428571428,5.552503422540543e-17,0.0,1.0000000000000004,1.0,2000
Q03001,5,8,6,2,5,3,2,28,0.0714285714285714,0.0714285714285714,2.776251711270272e-17,0.0,1.0000000000000004,1.0,2000
Q03164,10,23,15,21,14,9,22,253,0.0869565217391304,0.0383577075098814,0.0083261396815678,0.048598814229249,2.266989540934618,0.0004997501249375,2000
Q03164,15,23,15,21,14,9,28,253,0.1106719367588932,0.0546264822134387,0.0092265226501206,0.0560454545454545,2.025975905357983,0.0004997501249375,2000
Q03164,20,23,15,21,14,9,28,253,0.1106719367588932,0.0719229249011857,0.0095221564010434,0.0387490118577075,1.5387574533564146,0.000999500249875,2000
Q03164,25,23,15,21,14,9,28,253,0.1106719367588932,0.0842233201581027,0.0097391845191537,0.0264486166007905,1.3140296125959126,0.009495252373813,2000
Q03164,30,23,15,21,14,9,30,253,0.1185770750988142,0.0975237154150197,0.0087022265936441,0.0210533596837944,1.215879384765031,0.0139930034982508,2000
Q03164,5,23,15,21,14,9,11,253,0.0434782608695652,0.0191660079051383,0.0068468485401821,0.0243122529644268,2.268508970921839,0.0019990004997501,2000
Q03252,10,3,3,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q03252,15,3,3,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q03252,20,3,3,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q03252,25,3,3,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q03252,30,3,3,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q03252,5,3,3,1,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q04206,10,9,7,7,9,0,3,36,0.0833333333333333,0.0697916666666666,0.0138880203719328,0.0135416666666666,1.1940298507462686,0.512743628185907,2000
Q04206,15,9,7,7,9,0,6,36,0.1666666666666666,0.1523055555555555,0.0246910860893874,0.0143611111111111,1.094291446288528,0.5107446276861569,2000
Q04206,20,9,7,7,9,0,8,36,0.2222222222222222,0.2477083333333333,0.0256718490800565,-0.0254861111111111,0.897112419400056,0.9225387306346826,2000
Q04206,25,9,7,7,9,0,10,36,0.2777777777777778,0.2777777777777778,0.0,0.0,1.0,1.0,2000
Q04206,30,9,7,7,9,0,11,36,0.3055555555555556,0.3065833333333333,0.0195212360421223,-0.0010277777777777,0.9966476397571804,0.7711144427786107,2000
Q04206,5,9,7,7,9,0,3,36,0.0833333333333333,0.0530972222222222,0.0173441624234285,0.030236111111111,1.5694480774261048,0.1549225387306347,2000
Q04323,10,3,3,1,3,0,0,3,0.0,0.1099999999999999,0.1567767717002076,-0.1099999999999999,0.0,1.0,2000
Q04323,15,3,3,1,3,0,0,3,0.0,0.1099999999999999,0.1567767717002076,-0.1099999999999999,0.0,1.0,2000
Q04323,20,3,3,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q04323,25,3,3,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q04323,30,3,3,1,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q04323,5,3,3,1,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q04637,10,16,11,2,14,2,13,120,0.1083333333333333,0.1083333333333333,2.776251711270272e-17,0.0,0.9999999999999998,1.0,2000
Q04637,15,16,11,2,14,2,16,120,0.1333333333333333,0.1333333333333333,2.776251711270272e-17,0.0,1.0000000000000002,1.0,2000
Q04637,20,16,11,2,14,2,19,120,0.1583333333333333,0.1615416666666666,0.0065727026141665,-0.0032083333333333,0.9801392829507352,1.0,2000
Q04637,25,16,11,2,14,2,23,120,0.1916666666666666,0.2046458333333334,0.01338527316232,-0.0129791666666667,0.936577420340018,1.0,2000
Q04637,30,16,11,2,14,2,25,120,0.2083333333333333,0.2265416666666667,0.0151621564152414,-0.0182083333333333,0.9196247930844216,1.0,2000
Q04637,5,16,11,2,14,2,8,120,0.0666666666666666,0.0666666666666666,1.3881258556351357e-17,0.0,1.0000000000000002,1.0,2000
Q04695,10,4,4,4,4,0,1,6,0.1666666666666666,0.11175,0.0783581999777424,0.0549166666666666,1.4914243102162563,0.670664667666167,2000
Q04695,15,4,4,4,4,0,1,6,0.1666666666666666,0.1478333333333333,0.0527786627157554,0.0188333333333333,1.1273957158962795,0.887056471764118,2000
Q04695,20,4,4,4,4,0,1,6,0.1666666666666666,0.1555833333333333,0.0447566900348278,0.0110833333333333,1.0712372790573113,0.928535732133933,2000
Q04695,25,4,4,4,4,0,1,6,0.1666666666666666,0.1684999999999999,0.017388088372592,-0.0018333333333332,0.9891196834817017,1.0,2000
Q04695,30,4,4,4,4,0,1,6,0.1666666666666666,0.1744166666666666,0.0351029952682825,-0.0077499999999999,0.9555661729574774,1.0,2000
Q04695,5,4,4,4,4,0,1,6,0.1666666666666666,0.05175,0.0771356756386311,0.1149166666666666,3.2206119162640903,0.3108445777111444,2000
Q04721,10,7,5,3,7,0,3,21,0.1428571428571428,0.1352857142857142,0.0174175018806001,0.0075714285714286,1.0559662090813098,0.841079460269865,2000
Q04721,15,7,5,3,7,0,3,21,0.1428571428571428,0.1428571428571428,5.552503422540543e-17,0.0,1.0000000000000004,1.0,2000
Q04721,20,7,5,3,7,0,3,21,0.1428571428571428,0.1428571428571428,5.552503422540543e-17,0.0,1.0000000000000004,1.0,2000
Q04721,25,7,5,3,7,0,3,21,0.1428571428571428,0.1428571428571428,5.552503422540543e-17,0.0,1.0000000000000004,1.0,2000
Q04721,30,7,5,3,7,0,3,21,0.1428571428571428,0.1428571428571428,5.552503422540543e-17,0.0,1.0000000000000004,1.0,2000
Q04721,5,7,5,3,7,0,2,21,0.0952380952380952,0.0964523809523809,0.0333705675595881,-0.0012142857142857,0.9874105159219944,0.7671164417791104,2000
Q04726,10,11,6,4,10,1,12,55,0.2181818181818181,0.2167545454545455,0.0048913462788207,0.0014272727272726,1.0065847418529543,0.9215392303848076,2000
Q04726,15,11,6,4,10,1,12,55,0.2181818181818181,0.2207454545454546,0.0063292470742765,-0.0025636363636364,0.98838645910551,1.0,2000
Q04726,20,11,6,4,10,1,13,55,0.2363636363636363,0.2355,0.015272689916341,0.0008636363636363,1.0036672457054625,0.7171414292853573,2000
Q04726,25,11,6,4,10,1,14,55,0.2545454545454545,0.2536818181818181,0.015272689916341,0.0008636363636363,1.0034044078122202,0.7171414292853573,2000
Q04726,30,11,6,4,10,1,17,55,0.3090909090909091,0.2787181818181817,0.0229388379222936,0.0303727272727273,1.108972895397763,0.2128935532233883,2000
Q04726,5,11,6,4,10,1,11,55,0.2,0.1923090909090909,0.0089847087094947,0.0076909090909091,1.0399924364186444,0.5772113943028486,2000
Q04727,10,12,7,7,12,0,11,66,0.1666666666666666,0.1583409090909091,0.0085402493859076,0.0083257575757575,1.0525812162097508,0.4857571214392803,2000
Q04727,15,12,7,7,12,0,14,66,0.2121212121212121,0.2028181818181817,0.0137404713423441,0.0093030303030303,1.0458688181682358,0.4602698650674662,2000
Q04727,20,12,7,7,12,0,21,66,0.3181818181818182,0.3202045454545455,0.0204550451371192,-0.0020227272727273,0.9936830151181772,0.6956521739130435,2000
Q04727,25,12,7,7,12,0,28,66,0.4242424242424242,0.4224696969696969,0.0127458813493594,0.0017727272727273,1.004196105153678,0.744127936031984,2000
Q04727,30,12,7,7,12,0,32,66,0.4848484848484848,0.4774469696969696,0.0167455330258186,0.0074015151515152,1.0155022769465116,0.4947526236881559,2000
Q04727,5,12,7,7,12,0,6,66,0.0909090909090909,0.0953863636363636,0.0101798051392763,-0.0044772727272727,0.9530617107457712,0.8785607196401799,2000
Q04864,10,3,3,2,3,0,0,3,0.0,0.2068333333333333,0.1617946396497002,-0.2068333333333333,0.0,1.0,2000
Q04864,15,3,3,2,3,0,2,3,0.6666666666666666,0.3126666666666666,0.1423013717282916,0.354,2.1321961620469083,0.0624687656171914,2000
Q04864,20,3,3,2,3,0,2,3,0.6666666666666666,0.5133333333333333,0.1661740259590881,0.1533333333333333,1.2987012987012987,0.5402298850574713,2000
Q04864,25,3,3,2,3,0,3,3,1.0,0.6706666666666667,0.251250222782658,0.3293333333333332,1.4910536779324053,0.2903548225887056,2000
Q04864,30,3,3,2,3,0,3,3,1.0,0.7339999999999999,0.1936103424525004,0.2660000000000001,1.362397820163488,0.2903548225887056,2000
Q04864,5,3,3,2,3,0,0,3,0.0,0.1305,0.1627359563702744,-0.1305,0.0,1.0,2000
Q05209,10,6,3,6,6,0,8,15,0.5333333333333333,0.4641666666666666,0.1011103659250286,0.0691666666666666,1.1490125673249552,0.3473263368315842,2000
Q05209,15,6,3,6,6,0,10,15,0.6666666666666666,0.6029999999999998,0.0666157884895351,0.0636666666666668,1.1055831951354342,0.4027986006996502,2000
Q05209,20,6,3,6,6,0,10,15,0.6666666666666666,0.6666666666666665,1.1105006845081086e-16,0.0,1.0000000000000002,1.0,2000
Q05209,25,6,3,6,6,0,10,15,0.6666666666666666,0.6666666666666665,1.1105006845081086e-16,0.0,1.0000000000000002,1.0,2000
Q05209,30,6,3,6,6,0,10,15,0.6666666666666666,0.6666666666666665,1.1105006845081086e-16,0.0,1.0000000000000002,1.0,2000
Q05209,5,6,3,6,6,0,5,15,0.3333333333333333,0.2583999999999999,0.0865246588645638,0.0749333333333333,1.2899896800825594,0.2583708145927036,2000
Q05519,10,5,4,5,5,0,1,10,0.1,0.1,1.3881258556351357e-17,0.0,1.0,1.0,2000
Q05519,15,5,4,5,5,0,1,10,0.1,0.1,1.3881258556351357e-17,0.0,1.0,1.0,2000
Q05519,20,5,4,5,5,0,1,10,0.1,0.1,1.3881258556351357e-17,0.0,1.0,1.0,2000
Q05519,25,5,4,5,5,0,1,10,0.1,0.1,1.3881258556351357e-17,0.0,1.0,1.0,2000
Q05519,30,5,4,5,5,0,1,10,0.1,0.1,1.3881258556351357e-17,0.0,1.0,1.0,2000
Q05519,5,5,4,5,5,0,1,10,0.1,0.1,1.3881258556351357e-17,0.0,1.0,1.0,2000
Q05682,10,3,3,2,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q05682,15,3,3,2,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q05682,20,3,3,2,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q05682,25,3,3,2,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q05682,30,3,3,2,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q05682,5,3,3,2,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q06413,10,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q06413,15,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q06413,20,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q06413,25,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q06413,30,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q06413,5,3,2,3,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q06546,10,4,3,3,4,0,1,6,0.1666666666666666,0.2791666666666666,0.1576584221950877,-0.1124999999999999,0.5970149253731344,1.0,2000
Q06546,15,4,3,3,4,0,2,6,0.3333333333333333,0.3364166666666666,0.1350397053746804,-0.0030833333333333,0.9908347783007184,0.6811594202898551,2000
Q06546,20,4,3,3,4,0,3,6,0.5,0.4205833333333333,0.1252475454469544,0.0794166666666666,1.1888250445809392,0.6811594202898551,2000
Q06546,25,4,3,3,4,0,3,6,0.5,0.4205833333333333,0.1252475454469544,0.0794166666666666,1.1888250445809392,0.6811594202898551,2000
Q06546,30,4,3,3,4,0,3,6,0.5,0.5,0.0,0.0,1.0,1.0,2000
Q06546,5,4,3,3,4,0,1,6,0.1666666666666666,0.1984166666666666,0.1726224302296079,-0.03175,0.8399832003359933,0.7231384307846077,2000
Q07020,10,3,2,1,3,0,3,3,1.0,0.6563333333333332,0.3332564526981673,0.3436666666666668,1.5236160487557138,0.4847576211894053,2000
Q07020,15,3,2,1,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
Q07020,20,3,2,1,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
Q07020,25,3,2,1,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
Q07020,30,3,2,1,3,0,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
Q07020,5,3,2,1,3,0,3,3,1.0,0.6563333333333332,0.3332564526981673,0.3436666666666668,1.5236160487557138,0.4847576211894053,2000
Q07065,10,3,3,1,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q07065,15,3,3,1,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q07065,20,3,3,1,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q07065,25,3,3,1,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q07065,30,3,3,1,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q07065,5,3,3,1,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q07157,10,9,7,2,9,0,4,36,0.1111111111111111,0.1111111111111111,4.164377566905407e-17,0.0,0.9999999999999996,1.0,2000
Q07157,15,9,7,2,9,0,4,36,0.1111111111111111,0.1111111111111111,4.164377566905407e-17,0.0,0.9999999999999996,1.0,2000
Q07157,20,9,7,2,9,0,5,36,0.1388888888888889,0.1388888888888889,0.0,0.0,1.0,1.0,2000
Q07157,25,9,7,2,9,0,5,36,0.1388888888888889,0.1388888888888889,0.0,0.0,1.0,1.0,2000
Q07157,30,9,7,2,9,0,5,36,0.1388888888888889,0.1388888888888889,0.0,0.0,1.0,1.0,2000
Q07157,5,9,7,2,9,0,4,36,0.1111111111111111,0.1111111111111111,4.164377566905407e-17,0.0,0.9999999999999996,1.0,2000
Q07666,10,11,8,6,10,1,11,55,0.2,0.1662,0.0259442317895871,0.0338,1.2033694344163657,0.2533733133433283,2000
Q07666,15,11,8,6,10,1,13,55,0.2363636363636363,0.2276454545454545,0.0153734473097251,0.0087181818181817,1.0382971926041291,0.5102448775612194,2000
Q07666,20,11,8,6,10,1,14,55,0.2545454545454545,0.2484454545454544,0.0085869644746286,0.0061,1.0245526729847416,0.6646676661669165,2000
Q07666,25,11,8,6,10,1,14,55,0.2545454545454545,0.2545454545454544,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q07666,30,11,8,6,10,1,14,55,0.2545454545454545,0.2545454545454544,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q07666,5,11,8,6,10,1,5,55,0.0909090909090909,0.0817272727272727,0.0218764286857162,0.0091818181818181,1.1123470522803114,0.4522738630684658,2000
Q07912,10,5,2,0,5,0,10,10,1.0,1.0,0.0,0.0,1.0,1.0,2000
Q07912,15,5,2,0,5,0,10,10,1.0,1.0,0.0,0.0,1.0,1.0,2000
Q07912,20,5,2,0,5,0,10,10,1.0,1.0,0.0,0.0,1.0,1.0,2000
Q07912,25,5,2,0,5,0,10,10,1.0,1.0,0.0,0.0,1.0,1.0,2000
Q07912,30,5,2,0,5,0,10,10,1.0,1.0,0.0,0.0,1.0,1.0,2000
Q07912,5,5,2,0,5,0,7,10,0.7,0.6999999999999998,1.1105006845081086e-16,0.0,1.0000000000000002,1.0,2000
Q07954,10,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q07954,15,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q07954,20,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q07954,25,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q07954,30,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q07954,5,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08378,10,3,3,2,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08378,15,3,3,2,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08378,20,3,3,2,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08378,25,3,3,2,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08378,30,3,3,2,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08378,5,3,3,2,2,1,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08495,10,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08495,15,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08495,20,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08495,25,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08495,30,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q08495,5,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q09472,10,7,7,6,4,3,0,21,0.0,0.0,0.0,0.0,inf,1.0,2000
Q09472,15,7,7,6,4,3,0,21,0.0,0.0042619047619047,0.0135969280292041,-0.0042619047619047,0.0,1.0,2000
Q09472,20,7,7,6,4,3,0,21,0.0,0.0086666666666666,0.0183781440759707,-0.0086666666666666,0.0,1.0,2000
Q09472,25,7,7,6,4,3,0,21,0.0,0.0171190476190476,0.0228558996422188,-0.0171190476190476,0.0,1.0,2000
Q09472,30,7,7,6,4,3,0,21,0.0,0.0216190476190476,0.0237144771460049,-0.0216190476190476,0.0,1.0,2000
Q09472,5,7,7,6,4,3,0,21,0.0,0.0,0.0,0.0,inf,1.0,2000
Q09666,10,96,86,20,84,12,21,4560,0.0046052631578947,0.0042998903508771,0.0001805428851161,0.0003053728070175,1.0710187428279998,0.1294352823588206,2000
Q09666,15,96,86,20,84,12,25,4560,0.0054824561403508,0.0053691885964912,0.0001584403257186,0.0001132675438596,1.0210958400555474,0.5257371314342829,2000
Q09666,20,96,86,20,84,12,31,4560,0.006798245614035,0.0065543859649122,0.0001980815493833,0.0002438596491228,1.03720556745182,0.248375812093953,2000
Q09666,25,96,86,20,84,12,37,4560,0.0081140350877192,0.0079112938596491,0.0001774998582522,0.0002027412280701,1.025626810439218,0.3373313343328336,2000
Q09666,30,96,86,20,84,12,43,4560,0.0094298245614035,0.0093616228070175,0.0003308000973791,6.820175438596379e-05,1.0072852491274098,0.4962518740629685,2000
Q09666,5,96,86,20,84,12,13,4560,0.0028508771929824,0.0023052631578947,0.0001995819026327,0.0005456140350877,1.2366818873668186,0.0134932533733133,2000
Q0JRZ9,10,4,3,4,4,0,1,6,0.1666666666666666,0.2816666666666666,0.0771014849802501,-0.1149999999999999,0.591715976331361,1.0,2000
Q0JRZ9,15,4,3,4,4,0,2,6,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q0JRZ9,20,4,3,4,4,0,2,6,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q0JRZ9,25,4,3,4,4,0,2,6,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q0JRZ9,30,4,3,4,4,0,2,6,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q0JRZ9,5,4,3,4,4,0,1,6,0.1666666666666666,0.19475,0.1005940542405014,-0.0280833333333333,0.8557980316645271,0.888055972013993,2000
Q10471,10,4,4,0,4,0,2,6,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q10471,15,4,4,0,4,0,3,6,0.5,0.5,0.0,0.0,1.0,1.0,2000
Q10471,20,4,4,0,4,0,3,6,0.5,0.5,0.0,0.0,1.0,1.0,2000
Q10471,25,4,4,0,4,0,3,6,0.5,0.5,0.0,0.0,1.0,1.0,2000
Q10471,30,4,4,0,4,0,3,6,0.5,0.5,0.0,0.0,1.0,1.0,2000
Q10471,5,4,4,0,4,0,1,6,0.1666666666666666,0.1666666666666666,2.776251711270272e-17,0.0,1.0000000000000002,1.0,2000
Q10713,10,3,2,0,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q10713,15,3,2,0,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q10713,20,3,2,0,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q10713,25,3,2,0,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q10713,30,3,2,0,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q10713,5,3,2,0,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q12768,10,3,3,2,0,3,1,3,0.3333333333333333,0.289,0.202071150113487,0.0443333333333333,1.1534025374855823,0.7411294352823589,2000
Q12768,15,3,3,2,0,3,1,3,0.3333333333333333,0.6201666666666668,0.3088453378656713,-0.2868333333333334,0.5374899220639612,1.0,2000
Q12768,20,3,3,2,0,3,1,3,0.3333333333333333,0.7065,0.2591700452095973,-0.3731666666666667,0.4718093890068412,1.0,2000
Q12768,25,3,3,2,0,3,2,3,0.6666666666666666,0.8305,0.1666842578677136,-0.1638333333333334,0.8027292795504716,1.0,2000
Q12768,30,3,3,2,0,3,3,3,1.0,1.0,0.0,0.0,1.0,1.0,2000
Q12768,5,3,3,2,0,3,0,3,0.0,0.0809999999999999,0.1430007853555572,-0.0809999999999999,0.0,1.0,2000
Q12772,10,3,3,2,3,0,1,3,0.3333333333333333,0.288,0.1142914312870077,0.0453333333333333,1.1574074074074074,0.8640679660169915,2000
Q12772,15,3,3,2,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q12772,20,3,3,2,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q12772,25,3,3,2,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q12772,30,3,3,2,3,0,1,3,0.3333333333333333,0.3333333333333332,5.552503422540543e-17,0.0,1.0000000000000002,1.0,2000
Q12772,5,3,3,2,3,0,0,3,0.0,0.2341666666666667,0.1524242249445696,-0.2341666666666667,0.0,1.0,2000
Q12778,10,5,4,5,5,0,3,10,0.3,0.2999999999999999,1.1105006845081086e-16,0.0,1.0000000000000004,1.0,2000
Q12778,15,5,4,5,5,0,3,10,0.3,0.2999999999999999,1.1105006845081086e-16,0.0,1.0000000000000004,1.0,2000
Q12778,20,5,4,5,5,0,3,10,0.3,0.2999999999999999,1.1105006845081086e-16,0.0,1.0000000000000004,1.0,2000
Q12778,25,5,4,5,5,0,3,10,0.3,0.2999999999999999,1.1105006845081086e-16,0.0,1.0000000000000004,1.0,2000
Q12778,30,5,4,5,5,0,3,10,0.3,0.2999999999999999,1.1105006845081086e-16,0.0,1.0000000000000004,1.0,2000
Q12778,5,5,4,5,5,0,2,10,0.2,0.2298,0.0754639477081728,-0.0297999999999999,0.8703220191470844,0.8200899550224887,2000
Q12789,10,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q12789,15,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q12789,20,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q12789,25,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q12789,30,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q12789,5,3,3,3,3,0,0,3,0.0,0.0,0.0,0.0,inf,1.0,2000
Q12815,10,5,4,3,4,1,3,10,0.3,0.2991499999999999,0.0813485481932319,0.00085,1.00284138392111,0.665167416291854,2000
Q12815,15,5,4,3,4,1,4,10,0.4,0.3395500000000001,0.0781271362889512,0.0604499999999999,1.1780297452510673,0.5812093953023488,2000
Q12815,20,5,4,3,4,1,4,10,0.4,0.4000000000000001,5.552503422540543e-17,0.0,1.0,1.0,2000
Q12815,25,5,4,3,4,1,4,10,0.4,0.4000000000000001,5.552503422540543e-17,0.0,1.0,1.0,2000
Q12815,30,5,4,3,4,1,4,10,0.4,0.4000000000000001,5.552503422540543e-17,0.0,1.0,1.0,2000
Q12815,5,5,4,3,4,1,2,10,0.2,0.2002,0.0898554227551084,-0.0002,0.9990009990009988,0.6766616691654173,2000
Q12830,10,80,34,26,75,5,255,3160,0.0806962025316455,0.0799542721518987,0.0010759772916157,0.0007419303797468,1.009279433853607,0.2993503248375812,2000
Q12830,15,80,34,26,75,5,322,3160,0.1018987341772151,0.1011412974683544,0.0011293534472204,0.0007574367088607,1.0074888965024176,0.3338330834582708,2000
Q12830,20,80,34,26,75,5,367,3160,0.1161392405063291,0.1174699367088607,0.0011801264051029,-0.0013306962025316,0.9886720275858356,0.8860569715142429,2000
Q12830,25,80,34,26,75,5,416,3160,0.1316455696202531,0.1321617088607595,0.0012127803854568,-0.0005161392405063,0.996094638568497,0.7041479260369815,2000
Q12830,30,80,34,26,75,5,463,3160,0.1465189873417721,0.1458857594936708,0.0011966523739878,0.0006332278481012,1.0043405734068838,0.3538230884557721,2000
Q12830,5,80,34,26,75,5,150,3160,0.0474683544303797,0.0463604430379746,0.0009082398423975,0.001107911392405,1.0238977740462392,0.1539230384807596,2000
Q12857,10,27,7,21,26,1,65,351,0.1851851851851851,0.1823205128205128,0.0080033228714702,0.0028646723646723,1.0157122877747309,0.3993003498250874,2000
Q12857,15,27,7,21,26,1,84,351,0.2393162393162393,0.2264643874643874,0.0080672009421432,0.0128518518518518,1.0567499905647322,0.0859570214892553,2000
Q12857,20,27,7,21,26,1,94,351,0.2678062678062678,0.2641125356125356,0.004951939290724,0.0036937321937322,1.01398544823011,0.3438280859570214,2000
Q12857,25,27,7,21,26,1,101,351,0.2877492877492877,0.2916723646723647,0.0052351613682236,-0.0039230769230769,0.986549713314514,0.8075962018990505,2000
