accession,arm,observed,expected_length,expected_st,expected_disorder,n_oglcnac,n_phospho,n_st,length
Q15714,all,0,0.0251630941286113,0.1144067796610169,0.1245516577727232,3,9,236,1073
Q15717,all,0,0.058282208588957,0.4318181818181818,0.4782608695652174,1,19,44,326
Q15723,all,6,1.0472175379426645,5.495575221238938,5.67936507936508,23,27,113,593
Q15723,regional,5,0.5463743676222597,2.8672566371681416,3.5507936507936506,12,27,113,593
Q15735,all,0,0.0198807157057654,0.1129943502824858,0.1359223300970873,1,20,177,1006
Q15742,all,0,0.0304761904761904,0.2461538461538461,0.15,1,16,65,525
Q15750,all,1,0.3035714285714285,1.9125,2.0474308300395254,9,17,80,504
Q15750,regional,0,0.2023809523809523,1.275,1.0909090909090908,6,17,80,504
Q15751,all,0,0.0419666735239662,0.2775510204081632,0.1117831939749748,3,68,735,4861
Q15788,all,0,0.1110340041637751,0.6177606177606177,0.6096929337772845,4,40,259,1441
Q15788,regional,0,0.0832755031228313,0.4633204633204633,0.4528301886792453,3,40,259,1441
Q15814,all,0,0.0202312138728323,0.1590909090909091,0.1111111111111111,1,7,44,346
Q15833,all,0,0.0151770657672849,0.1216216216216216,0.074074074074074,1,9,74,593
Q15904,all,0,0.0106382978723404,0.0694444444444444,0.0545454545454545,1,5,72,470
Q15907,all,1,0.036697247706422,0.2758620689655172,0.5714285714285714,1,8,29,218
Q15910,all,1,0.225201072386059,2.0,1.215151515151515,6,28,84,746
Q15911,all,0,0.1020793950850661,0.6461538461538462,0.4968904335101518,6,63,585,3703
Q15942,all,10,0.8671328671328671,7.630769230769231,9.853658536585366,16,31,65,572
Q15942,regional,4,0.4335664335664335,3.815384615384616,5.008130081300813,8,31,65,572
Q16143,all,0,0.0298507462686567,0.3076923076923077,0.0,2,2,13,134
Q16181,all,0,0.045766590389016,0.5,0.2857142857142857,2,10,40,437
Q16186,all,7,0.4594594594594595,2.5972222222222223,2.75,11,17,72,407
Q16186,regional,7,0.4594594594594595,2.5972222222222223,2.75,11,17,72,407
Q16204,all,7,0.620253164556962,3.8181818181818175,3.948717948717949,7,42,77,474
Q16204,regional,7,0.620253164556962,3.8181818181818175,3.948717948717949,7,42,77,474
Q16222,all,1,0.0057471264367816,0.0697674418604651,0.3333333333333333,1,3,43,522
Q16352,all,0,0.0801603206412825,0.5128205128205128,0.5505050505050505,4,10,78,499
Q16363,all,0,0.0060340098738343,0.0441767068273092,0.0581395348837209,1,11,249,1823
Q16512,all,1,0.0435244161358811,0.3333333333333333,0.3714285714285714,1,41,123,942
Q16514,all,2,0.0372670807453416,0.2727272727272727,0.4444444444444444,2,3,22,161
Q16531,all,0,0.0385964912280701,0.2838709677419355,0.285552536231884,2,22,155,1140
Q16543,all,1,0.0423280423280423,0.5333333333333333,0.8,1,16,30,378
Q16555,all,4,0.2622377622377622,1.829268292682927,3.621861471861472,6,25,82,572
Q16555,regional,3,0.1311188811188811,0.9146341463414634,2.380952380952381,3,25,82,572
Q16563,all,0,0.0231660231660231,0.1621621621621621,0.5,1,6,37,259
Q16566,all,1,0.0824524312896406,0.78,1.2857142857142856,3,13,50,473
Q16594,all,7,1.0833333333333333,5.39622641509434,6.022549019607843,13,22,53,264
Q16594,regional,4,0.5,2.490566037735849,3.176470588235294,6,22,53,264
Q16620,all,0,0.0121654501216545,0.0952380952380952,0.0857142857142857,1,10,105,822
Q16623,all,0,0.0243055555555555,0.1707317073170731,0.0909090909090909,1,7,41,288
Q16629,all,5,0.6722689075630253,3.076923076923077,3.5365853658536586,5,32,52,238
Q16643,all,2,0.1571648690292758,1.3076923076923077,1.3333333333333333,3,34,78,649
Q16650,all,0,0.0249266862170087,0.1531531531531531,0.3,1,17,111,682
Q16656,all,0,0.0159045725646123,0.0952380952380952,0.1739130434782608,1,8,84,503
Q16666,all,2,0.1121019108280254,0.6717557251908397,1.0833333333333333,2,44,131,785
Q16760,all,0,0.0222405271828665,0.1551724137931034,0.1,3,9,174,1214
Q16787,all,0,0.0063006300630063,0.0481651376146789,0.0748299319727891,1,21,436,3333
Q16799,all,0,0.0193298969072164,0.1209677419354838,0.1034482758620689,1,15,124,776
Q16822,all,1,0.0140625,0.1343283582089552,0.2,1,9,67,640
Q16875,all,1,0.0192307692307692,0.15625,0.1481481481481481,1,10,64,520
Q16880,all,0,0.011090573012939,0.1111111111111111,0.0816326530612244,2,3,54,541
Q17R98,all,0,0.0222016651248843,0.1176470588235294,0.180327868852459,1,24,204,1081
Q17RB8,all,1,0.0090556274256144,0.0921052631578947,0.2307692307692307,1,7,76,773
Q17RS7,all,0,0.0715859030837004,0.4779411764705882,0.5052677787532923,5,13,136,908
Q17RS7,regional,0,0.0572687224669603,0.3823529411764705,0.4157155399473222,4,13,136,908
Q18PE1,all,0,0.0198412698412698,0.1162790697674418,0.24,2,5,86,504
Q1KMD3,all,0,0.0562248995983935,0.7,0.2111111111111111,2,21,60,747
Q27J81,all,1,0.0408326661329063,0.3248407643312102,0.5254237288135594,1,51,157,1249
Q29980,all,0,0.02088772845953,0.1333333333333333,0.3333333333333333,1,8,60,383
Q29RF7,all,2,0.1166791323859386,1.054054054054054,0.6328205128205128,4,39,148,1337
Q2KHR2,all,0,0.0945205479452054,0.4677966101694915,0.3370967741935484,3,46,295,1460
Q2KHR3,all,5,1.4985590778097984,6.666666666666667,5.720736779560308,52,50,390,1735
Q2KHR3,regional,2,0.7204610951008645,3.2051282051282053,2.6225490196078427,25,50,390,1735
Q2LD37,all,0,0.0431568431568431,0.235038084874864,0.2594691535150645,2,108,919,5005
Q2M2I8,all,2,0.287200832466181,1.943661971830986,3.25,6,46,142,961
Q2M2I8,regional,1,0.1914672216441207,1.295774647887324,2.1666666666666665,4,46,142,961
Q2NL68,all,0,0.0625,0.3157894736842105,0.2594670406732118,3,10,95,480
Q2NL68,regional,0,0.0625,0.3157894736842105,0.2594670406732118,3,10,95,480
Q2PPJ7,all,0,0.0186865990389749,0.1282051282051282,0.0,1,35,273,1873
Q2T9K0,all,0,0.0294736842105263,0.1917808219178082,0.2857142857142857,2,7,73,475
Q2TAA8,all,0,0.0030395136778115,0.0294117647058823,0.064516129032258,1,2,68,658
Q2TAC2,all,0,0.0109289617486338,0.1063829787234042,0.1333333333333333,1,10,94,915
Q2TAL8,all,2,0.0773195876288659,0.5454545454545454,0.8063241106719368,6,10,110,776
Q2TAL8,regional,1,0.0386597938144329,0.2727272727272727,0.5454545454545454,3,10,110,776
Q2TB10,all,0,0.0466867469879518,0.2818181818181818,0.4186046511627907,1,31,110,664
Q2V2M9,all,0,0.0267229254571026,0.1853658536585365,0.1066666666666666,2,19,205,1422
Q2WGJ6,all,0,0.0137693631669535,0.1052631578947368,0.0344827586206896,2,4,76,581
Q2WGJ9,all,0,0.007539041464728,0.0663507109004739,0.0307692307692307,1,14,211,1857
Q2Y0W8,all,1,0.0247026532479414,0.2076923076923077,0.2991452991452991,3,9,130,1093
Q32M84,all,0,0.0098814229249011,0.078125,0.4444444444444444,1,5,64,506
Q32MZ4,all,0,0.0581683168316831,0.376,0.3291139240506329,1,47,125,808
Q32P28,all,0,0.0067934782608695,0.0625,0.0,1,5,80,736
Q32P44,all,0,0.0279017857142857,0.181159420289855,0.0,1,25,138,896
Q3KP66,all,0,0.0256410256410256,0.1770833333333333,0.217391304347826,1,17,96,663
Q3KQU3,all,1,0.2996432818073721,2.0,1.9079025549613784,3,84,126,841
Q3L8U1,all,1,0.0386606834656541,0.247787610619469,0.2671438797423049,2,56,452,2897
Q3MII6,all,0,0.0145348837209302,0.1204819277108433,0.2,1,10,83,688
Q3MIN7,all,0,0.0295774647887323,0.1981132075471698,0.375,1,21,106,710
Q3MJ13,all,0,0.0063520871143375,0.0429447852760736,0.0595238095238095,1,7,163,1102
Q3SXY7,all,0,0.0088365243004418,0.0405405405405405,0.0204081632653061,1,6,148,679
Q3SYG4,all,0,0.0112739571589627,0.0787401574803149,0.1052631578947368,2,5,127,887
Q3V6T2,all,1,0.0662747194013896,0.4350877192982456,0.5979381443298969,2,62,285,1871
Q3YBR2,all,2,0.0364963503649635,0.3,0.3333333333333333,3,5,50,411
Q3YEC7,all,0,0.0438957475994513,0.3516483516483517,0.4032258064516129,1,32,91,729
Q460N5,all,0,0.0099944475291504,0.08,0.108695652173913,1,18,225,1801
Q494V2,all,0,0.0229132569558101,0.1590909090909091,0.2,1,14,88,611
Q49AA0,all,0,0.0342205323193916,0.2278481012658227,0.2909090909090909,3,6,79,526
Q4AC94,all,0,0.0216744581385465,0.1202830188679245,0.0142857142857142,1,51,424,2353
Q4FZB7,all,1,0.0124293785310734,0.0763888888888889,0.0612244897959183,1,11,144,885
Q4G0P3,all,0,0.0148408513962116,0.112927191679049,0.1580210923433079,2,38,673,5121
Q4G176,all,0,0.0034722222222222,0.0277777777777777,0.0,1,2,72,576
Q4KMP7,all,0,0.2945544554455445,2.144144144144144,2.2422360248447206,7,34,111,808
Q4KMP7,regional,0,0.2524752475247525,1.837837837837838,1.8509316770186337,6,34,111,808
Q4KMQ1,all,0,0.0281293952180028,0.2272727272727272,0.4047619047619047,1,20,88,711
Q4KWH8,all,1,0.0779681039574719,0.4925373134328358,0.4158415841584158,3,44,268,1693
Q4L180,all,2,0.0687224669603524,0.4698795180722891,0.4888888888888889,3,26,166,1135
Q4LDE5,all,0,0.0224026883225987,0.1506591337099811,0.1238390092879257,5,16,531,3571
Q4LDE5,regional,0,0.0134416129935592,0.0903954802259887,0.0743034055727554,3,16,531,3571
Q4V328,all,0,0.0261593341260404,0.2391304347826087,0.2222222222222222,1,22,92,841
Q4V348,all,0,0.0024420024420024,0.016,0.032258064516129,1,2,125,819
Q4VCS5,all,0,0.0940959409594096,0.68,0.629399585921325,6,17,150,1084
Q4VX76,all,0,0.0245901639344262,0.1685393258426966,0.0333333333333333,1,15,89,610
Q4ZG55,all,0,0.0230887634684453,0.1557093425605536,0.0493827160493827,3,15,289,1949
Q52LR7,all,0,0.0346964064436183,0.2170542635658914,0.4102564102564102,2,14,129,807
Q52M93,all,0,0.0234070221066319,0.1512605042016806,0.1509433962264151,2,9,119,769
Q538Z0,all,0,0.0517241379310344,0.1875,0.0,1,3,16,58
Q53ET0,all,7,0.6233766233766234,3.0,3.0932713481771468,8,54,144,693
Q53ET0,regional,3,0.2337662337662337,1.125,1.0824565696109616,3,54,144,693
Q53GS9,all,0,0.0106194690265486,0.0895522388059701,0.0,1,6,67,565
Q53H47,all,0,0.0116959064327485,0.1126760563380281,0.2,2,4,71,684
Q58A45,all,0,0.0304396843291995,0.2045454545454545,0.3809523809523809,3,9,132,887
Q58FF7,all,0,0.0100502512562814,0.0869565217391304,0.0833333333333333,1,6,69,597
Q5BJF6,all,0,0.0253317249698431,0.2058823529411764,0.2093023255813953,1,21,102,829
Q5BJH7,all,1,0.1114649681528662,1.1666666666666667,2.5,5,7,30,314
Q5BJH7,regional,0,0.0891719745222929,0.9333333333333332,2.0,4,7,30,314
Q5BKT4,all,0,0.0063424947145877,0.0526315789473684,0.0526315789473684,1,3,57,473
Q5BKZ1,all,2,0.127147766323024,0.9866666666666668,1.3483870967741935,2,37,75,582
Q5C9Z4,all,0,0.0372093023255813,0.3076923076923077,0.343778801843318,2,16,104,860
Q5CZC0,all,0,0.0567540176632401,0.3280334728033472,0.3011473222793978,7,56,1195,6907
Q5DX21,all,1,0.0046403712296983,0.0246913580246913,0.0384615384615384,2,1,81,431
Q5EBL2,all,0,0.0037771482530689,0.0283687943262411,0.05,1,4,141,1059
Q5FWF5,all,0,0.1,0.5675675675675675,0.3714285714285714,4,21,148,840
Q5FWF6,all,0,0.0023529411764705,0.0208333333333333,0.0,1,1,48,425
Q5H9F3,all,6,0.4257703081232493,2.443729903536977,2.2269464348853703,19,40,311,1785
Q5H9F3,regional,2,0.1568627450980392,0.9003215434083601,0.6342308740204698,7,40,311,1785
Q5H9R4,all,0,0.0030567685589519,0.0196629213483146,0.0275862068965517,1,7,356,2290
Q5H9U9,all,0,0.0058616647127784,0.0520833333333333,0.040650406504065,1,10,192,1706
Q5HY92,all,0,0.0144927536231884,0.0738255033557047,0.1333333333333333,1,11,149,759
Q5HYK7,all,0,0.0481012658227848,0.3551401869158878,0.4792663476874003,2,19,107,790
Q5JPB2,all,0,0.0232558139534883,0.1413043478260869,0.1340582862113962,3,13,276,1677
Q5JPE7,all,0,0.0031570639305445,0.0211640211640211,0.0,1,4,189,1267
Q5JPF3,all,0,0.0202474690663667,0.127208480565371,0.1055145462440295,2,18,283,1778
Q5JR59,all,0,0.0409057706355003,0.247787610619469,0.1728395061728395,2,28,226,1369
Q5JRA6,all,1,0.0985841636077608,0.7673469387755102,0.9041720990873532,4,47,245,1907
Q5JRC9,all,0,0.0214917825537294,0.1428571428571428,0.1304347826086956,1,17,119,791
Q5JRX3,all,0,0.034715525554484,0.2553191489361702,0.6068376068376069,4,9,141,1037
Q5JS37,all,0,0.0028818443804034,0.0227272727272727,0.1,1,1,44,347
Q5JSL3,all,0,0.0197780993728895,0.150735294117647,0.0461538461538461,1,41,272,2073
Q5JSZ5,all,1,0.4199192462987887,2.7052023121387285,2.198171059709521,9,104,346,2229
Q5JSZ5,regional,1,0.3266038582323912,2.1040462427745665,1.648628294782141,7,104,346,2229
Q5JTH9,all,1,0.0555127216653816,0.4337349397590361,0.1875,2,36,166,1297
Q5JTV8,all,3,0.3293310463121784,1.864077669902913,1.7011494252873565,4,48,103,583
Q5JTW2,all,0,0.04644412191582,0.3168316831683168,0.2105263157894736,2,16,101,689
Q5JWR5,all,0,0.0162271805273833,0.101010101010101,0.1662660256410256,2,20,396,2465
Q5K651,all,0,0.0119572057898049,0.1016042780748663,0.0714285714285714,1,19,187,1589
Q5KSL6,all,0,0.010228166797797,0.0769230769230769,0.0307692307692307,1,13,169,1271
Q5M775,all,0,0.0646067415730337,0.3575129533678756,0.2307692307692307,1,69,193,1068
Q5MIZ7,all,0,0.0141342756183745,0.1016949152542373,0.2857142857142857,1,12,118,849
Q5MNV8,all,0,0.0110619469026548,0.0833333333333333,0.0943396226415094,1,5,60,452
Q5QJ38,all,1,0.0176991150442477,0.1095890410958904,0.0673076923076923,2,8,146,904
Q5QP82,all,0,0.0787119856887298,0.4150943396226415,0.6666666666666666,2,22,106,559
Q5S007,all,1,0.0348239018599129,0.292358803986711,0.1881720430107527,1,88,301,2527
Q5SQN1,all,0,0.021551724137931,0.136986301369863,0.3888888888888889,1,10,73,464
Q5SRE5,all,0,0.0228702115494568,0.1593625498007968,0.0886075949367088,2,20,251,1749
Q5SRN2,all,0,0.0142095914742451,0.0888888888888888,0.1388888888888889,1,8,90,563
Q5SSJ5,all,3,0.2965641952983725,1.9294117647058824,2.5098039215686274,4,41,85,553
Q5SVS4,all,0,0.0034364261168384,0.027027027027027,0.0,1,1,37,291
Q5SW79,all,3,0.8333333333333334,3.893805309734513,3.976437477914079,8,165,339,1584
Q5SW79,regional,0,0.3125,1.4601769911504423,1.4788732394366195,3,165,339,1584
Q5T0B9,all,0,0.3095238095238095,1.5662650602409638,2.0588235294117645,10,13,83,420
Q5T0B9,regional,0,0.2785714285714286,1.4096385542168677,2.0588235294117645,9,13,83,420
Q5T0F9,all,0,0.0139860139860139,0.1558441558441558,0.1111111111111111,1,12,77,858
Q5T0W9,all,1,0.0781404549950544,0.4340659340659341,0.5625,1,79,182,1011
Q5T160,all,0,0.0034602076124567,0.0294117647058823,0.0,1,2,68,578
Q5T1A1,all,0,0.0038809831824062,0.03125,0.0441176470588235,1,3,96,773
Q5T1M5,all,3,0.1304347826086956,0.8548387096774194,1.0572916666666663,3,53,186,1219
Q5T1N1,all,0,0.0095693779904306,0.0547945205479452,0.0701754385964912,1,8,146,836
Q5T1R4,all,1,0.4185369908561928,2.111111111111111,2.407425488180884,19,53,477,2406
Q5T200,all,2,0.3213429256594724,1.9280575539568343,1.7776923076923077,4,134,278,1668
Q5T2S8,all,0,0.0028735632183908,0.0252100840336134,0.0208333333333333,1,3,119,1044
Q5T3F8,all,0,0.0288461538461538,0.2352941176470588,0.0,3,8,102,832
Q5T3F8,regional,0,0.0288461538461538,0.2352941176470588,0.0,3,8,102,832
Q5T3J3,all,0,0.2340702210663199,1.139240506329114,0.8229715489989462,9,20,158,769
Q5T481,all,0,0.0456397718011409,0.3236994219653179,0.3977272727272727,2,28,173,1227
Q5T4S7,all,0,0.0818059039166505,0.5286783042394015,0.3653540602052647,4,106,802,5183
Q5T5D7,all,0,0.0132275132275132,0.0961538461538461,0.1111111111111111,1,5,52,378
Q5T5J6,all,1,0.1,0.6,1.1126255380200862,6,15,150,900
Q5T5J6,regional,0,0.05,0.3,0.7549019607843137,3,15,150,900
Q5T5P2,all,2,0.2120432321152856,1.16056338028169,1.1857798165137616,4,103,355,1943
Q5T5U3,all,2,0.1174668028600612,0.5623471882640587,0.5686274509803921,2,115,409,1958
Q5T655,all,0,0.0011467889908256,0.0149253731343283,0.04,1,1,67,872
Q5T6F2,all,6,2.158176943699732,8.878676470588236,10.512037037037036,69,35,272,1119
Q5T6F2,regional,3,1.2198391420911527,5.018382352941177,6.519444444444444,39,35,272,1119
Q5T7N2,all,0,0.0450867052023121,0.2888888888888888,0.25,1,39,135,865
Q5T890,all,0,0.0012812299807815,0.0077519379844961,0.0307692307692307,1,2,258,1561
Q5T8A7,all,0,0.0545905707196029,0.3283582089552239,0.2621231979030144,3,22,201,1209
Q5T8P6,all,3,0.3217477656405164,2.1456953642384105,2.09284332688588,12,27,151,1007
Q5T8P6,regional,0,0.1876861966236345,1.2516556291390728,1.2727272727272727,7,27,151,1007
Q5TB30,all,1,0.0739827373612823,0.5555555555555556,0.6666666666666666,4,15,108,811
Q5TC79,all,0,0.025844930417495,0.1625,0.0714285714285714,1,13,80,503
Q5TC84,all,0,0.0177383592017738,0.1333333333333333,0.175,1,8,60,451
Q5TCS8,all,1,0.0052328623757195,0.0584795321637426,0.1101449275362318,2,5,171,1911
Q5TCY1,all,0,0.0378501135503406,0.2604166666666667,0.2814814814814815,2,25,192,1321
Q5TEZ5,all,2,0.0425531914893617,0.56,0.6666666666666666,2,7,25,329
Q5TGY3,all,0,0.3431066749844042,2.2448979591836733,1.96792868066694,11,50,245,1603
Q5THJ4,all,1,0.0533272561531449,0.3667711598746082,0.4242158666638057,3,78,638,4388
Q5TIA1,all,0,0.0070643642072213,0.0486486486486486,0.0638297872340425,1,9,185,1274
Q5TZA2,all,1,0.0366881507188894,0.3394495412844037,0.2642533936651584,2,37,218,2017
Q5U5X8,all,0,0.0044247787610619,0.0307692307692307,0.0,1,2,65,452
Q5UIP0,all,1,0.366504854368932,2.0268456375838926,2.105874587458746,6,151,447,2472
Q5VST9,all,1,0.0617469879518072,0.4460562103354488,0.5403534294353445,6,82,1103,7968
Q5VT06,all,0,0.1812640359319859,0.9982332155477032,0.9210083242410984,5,113,566,3117
Q5VT25,all,0,0.0288683602771362,0.2136752136752136,0.5853658536585366,1,50,234,1732
Q5VT52,all,25,4.815195071868583,21.382978723404257,22.93725225249001,67,105,329,1461
Q5VT52,regional,20,3.521560574948665,15.638297872340424,17.234612603387575,49,105,329,1461
Q5VT97,all,0,0.0485762144053601,0.3258426966292135,0.3902439024390244,2,29,178,1194
Q5VTB9,all,0,0.0229681978798586,0.1494252873563218,0.0857142857142857,1,13,87,566
Q5VTR2,all,0,0.0451282051282051,0.4356435643564356,0.25,2,22,101,975
Q5VU43,all,0,0.0149190110826939,0.1,0.104,1,35,350,2346
Q5VUA4,all,2,0.9319877139096094,5.31,4.336197302958889,18,118,400,2279
Q5VUA4,regional,0,0.6731022378236069,3.835,3.205403901544907,13,118,400,2279
Q5VUB5,all,1,0.0370786516853932,0.22,0.375,1,33,150,890
Q5VV42,all,0,0.0207253886010362,0.1818181818181818,0.074074074074074,1,12,66,579
Q5VVC0,all,0,0.0222222222222222,0.1290322580645161,0.0,1,4,31,180
Q5VWJ9,all,1,0.0251716247139588,0.2075471698113207,0.0526315789473684,1,11,53,437
Q5VWN6,all,1,0.3687242798353909,2.123222748815166,2.543428384136349,16,56,422,2430
Q5VWN6,regional,1,0.2074074074074074,1.1943127962085307,1.4568993772533596,9,56,422,2430
Q5VWX1,all,0,0.0114613180515759,0.1052631578947368,0.25,1,4,38,349
Q5VYK3,all,0,0.1056910569105691,0.7647058823529411,0.8420181968569066,5,39,255,1845
Q5VYK3,regional,0,0.0634146341463414,0.4588235294117647,0.5161290322580645,3,39,255,1845
Q5VZ89,all,0,0.0560502881089575,0.3282208588957055,0.4313725490196078,1,107,326,1909
Q5VZE5,all,0,0.0193103448275862,0.1891891891891892,0.0,2,7,74,725
Q5VZL5,all,0,0.0930232558139534,0.576,0.4666666666666667,3,48,250,1548
Q5XG87,all,0,0.0063131313131313,0.0390625,0.0476190476190476,1,5,128,792
Q5XPI4,all,1,0.0867579908675799,0.7037037037037037,0.4803571428571428,6,19,162,1314
Q5XX13,all,0,0.0085551330798479,0.0642857142857142,0.0816326530612244,1,9,140,1052
Q63HK3,all,0,0.0237849017580144,0.1854838709677419,0.1489361702127659,1,23,124,967
Q63HK5,all,0,0.1591119333950046,0.7678571428571429,0.5858008015961298,4,43,224,1081
Q63HN8,all,0,0.0253504897253696,0.2088607594936709,0.1462405802028443,3,44,632,5207
Q63HR2,all,2,0.1816891412349184,1.1689497716894977,1.7272727272727273,4,64,219,1409
Q63ZY3,all,0,0.0846063454759107,0.549618320610687,0.8125,2,36,131,851
Q659A1,all,0,0.0509164969450101,0.2958579881656805,0.3636363636363636,2,25,169,982
Q66GS9,all,2,0.0710526315789473,0.5664335664335665,0.6111111111111112,3,27,143,1140
Q66K14,all,1,0.064,0.4790419161676646,0.7692307692307692,2,40,167,1250
Q66K74,all,0,0.1501416430594901,0.9814814814814816,0.3205128205128205,3,53,162,1059
Q674X7,all,0,0.0335483870967741,0.268041237113402,0.2666666666666666,2,13,97,775
Q68CP9,all,9,0.3378746594005449,2.0064724919093853,2.850186440977493,20,31,309,1835
Q68CP9,regional,7,0.1858310626702997,1.103559870550162,1.709973829181186,11,31,309,1835
Q68CR1,all,0,0.0035335689045936,0.032520325203252,0.0521951219512195,2,2,123,1132
Q68CZ2,all,3,0.2096885813148788,1.2572614107883815,1.574898785425101,3,101,241,1445
Q68D51,all,0,0.011853448275862,0.0873015873015873,0.1111111111111111,1,11,126,928
Q68DE3,all,0,0.0356347438752783,0.1622718052738336,0.127629513343799,5,16,493,2245
Q68DK7,all,1,0.0749185667752443,0.5542168674698795,0.7438423645320197,2,23,83,614
Q68DL7,all,0,0.0262773722627737,0.1682242990654205,0.0909090909090909,2,9,107,685
Q68DQ2,all,0,0.0478114478114478,0.2823061630218688,0.2866488254534641,2,71,503,2970
Q68EM7,all,0,0.0454029511918274,0.3125,0.4342105263157895,1,40,128,881
Q69YQ0,all,2,0.0931065353625783,0.52,0.509286412512219,2,52,200,1117
Q6AI12,all,2,0.0652173913043478,0.5581395348837209,0.6704545454545454,4,6,43,368
Q6AI39,all,0,0.0834105653382761,0.410958904109589,0.766212171599601,9,10,219,1079
Q6AI39,regional,0,0.0556070435588507,0.273972602739726,0.6734286664449618,6,10,219,1079
Q6AZY7,all,0,0.0033003300330033,0.0246913580246913,0.0,2,1,81,606
Q6DD88,all,0,0.0184842883548983,0.1612903225806451,0.0303030303030303,1,10,62,541
Q6DT37,all,1,0.0154738878143133,0.1325966850828729,0.2195121951219512,1,24,181,1551
Q6EMB2,all,0,0.0109289617486338,0.0660377358490566,0.0491803278688524,1,14,212,1281
Q6F5E8,all,0,0.0250871080139372,0.1846153846153846,0.3939393939393939,1,36,195,1435
Q6FI81,all,0,0.0961538461538461,0.6666666666666666,0.2,2,15,45,312
Q6GYQ0,all,1,0.068762278978389,0.462046204620462,0.3793103448275862,2,70,303,2036
Q6H8Q1,all,3,0.1636661211129296,1.0638297872340423,1.4690476190476192,4,25,94,611
Q6IA69,all,0,0.0155807365439093,0.1235955056179775,0.1935483870967742,1,11,89,706
Q6ICG6,all,1,0.0544554455445544,0.3859649122807017,0.5333333333333333,1,22,57,404
Q6IE81,all,0,0.0320665083135391,0.2410714285714285,0.0,1,27,112,842
Q6IMN6,all,0,0.0212954747116237,0.1194029850746268,0.09375,2,12,201,1127
Q6IQ16,all,0,0.0051020408163265,0.0408163265306122,0.0833333333333333,1,2,49,392
Q6IQ23,all,1,0.0597680642283675,0.406060606060606,0.6333333333333333,1,67,165,1121
Q6IQ49,all,0,0.0266075388026607,0.2264150943396226,0.217391304347826,1,12,53,451
Q6ISB3,all,0,0.0448,0.3010752688172043,0.125,2,14,93,625
Q6JBY9,all,1,0.09375,0.639344262295082,0.8,1,39,61,416
Q6KC79,all,7,0.6740370898716119,4.21875,6.353343895368435,15,126,448,2804
Q6KC79,regional,3,0.3145506419400856,1.96875,3.0709027169149867,7,126,448,2804
Q6MZP7,all,7,0.985313751668892,4.986486486486487,5.753159985554351,41,18,148,749
Q6MZP7,regional,7,0.7930574098798397,4.013513513513513,4.580895630191405,33,18,148,749
Q6MZW2,all,0,0.013064133016627,0.0948275862068965,0.0769230769230769,1,11,116,842
Q6N021,all,1,0.1348651348651348,0.8359133126934984,0.9087804878048782,9,30,323,2002
Q6N021,regional,1,0.0449550449550449,0.2786377708978328,0.3292682926829268,3,30,323,2002
Q6N022,all,0,0.0079451065366558,0.0525059665871121,0.0350877192982456,1,22,419,2769
Q6N043,all,0,0.0715015321756894,0.3571428571428571,0.2677747869768718,5,14,196,979
Q6N043,regional,0,0.0572012257405515,0.2857142857142857,0.22522159548751,4,14,196,979
Q6N069,all,0,0.0023148148148148,0.0256410256410256,0.0434782608695652,1,2,78,864
Q6NS38,all,0,0.0076628352490421,0.0666666666666666,0.2857142857142857,1,2,30,261
Q6NUQ1,all,0,0.0252525252525252,0.202020202020202,0.2186147186147186,2,10,99,792
Q6NV74,all,1,0.0893970893970894,0.6370370370370371,0.6096491228070176,2,43,135,962
Q6NX49,all,0,0.0307692307692307,0.1833333333333333,0.0888888888888888,2,11,120,715
Q6NXT4,all,1,0.0520607375271149,0.3380281690140845,1.7142857142857142,4,6,71,461
Q6NXT4,regional,1,0.0390455531453362,0.2535211267605634,1.7142857142857142,3,6,71,461
Q6NZI2,all,0,0.0769230769230769,0.625,0.5625,1,30,48,390
Q6P1J9,all,0,0.0207156308851224,0.180327868852459,0.1904761904761904,1,11,61,531
Q6P1L5,all,0,0.0831918505942275,0.392,0.3953488372093023,1,49,125,589
Q6P1M3,all,0,0.0411764705882352,0.3206106870229007,0.225,2,21,131,1020
Q6P1N0,all,0,0.0262881177707676,0.2688172043010752,0.5121951219512195,1,25,93,951
Q6P2E9,all,0,0.0870806566738044,0.5213675213675214,0.6046511627906976,2,61,234,1401
Q6P2Q9,all,0,0.0111349036402569,0.1087866108786611,0.04,1,26,239,2335
Q6P2S7,all,0,0.0007587253414264,0.0051020408163265,0.0078125,1,1,196,1318
Q6P3W7,all,1,0.1506996770721205,1.0218978102189782,1.6333333333333333,10,14,137,929
Q6P3W7,regional,0,0.0602798708288482,0.4087591240875912,0.6666666666666666,4,14,137,929
Q6P3X3,all,0,0.0047449584816132,0.0373831775700934,0.0285714285714285,1,4,107,843
Q6P461,all,0,0.00625,0.0461538461538461,0.0416666666666666,1,3,65,480
Q6P4E1,all,0,0.0252293577981651,0.3142857142857143,0.0,1,11,35,436
Q6P4F7,all,0,0.0576735092864125,0.329608938547486,0.3513513513513513,1,59,179,1023
Q6P4R8,all,5,1.8591224018475752,9.545454545454543,10.047208363418097,69,35,253,1299
Q6P4R8,regional,4,1.4549653579676671,7.470355731225297,7.745376748826747,54,35,253,1299
Q6P5Q4,all,0,0.0127970749542961,0.0833333333333333,0.15625,1,7,84,547
Q6P5Z2,all,0,0.0269966254218222,0.2727272727272727,0.2222222222222222,1,24,88,889
